%Freq (Hz)	Omega
5.975000e+01	5.342038e-09
6.000000e+01	5.403730e-09
6.025000e+01	5.465874e-09
6.050000e+01	5.528470e-09
6.075000e+01	5.591521e-09
6.100000e+01	5.655028e-09
6.125000e+01	5.718991e-09
6.150000e+01	5.783414e-09
6.175000e+01	5.848296e-09
6.200000e+01	5.913639e-09
6.225000e+01	5.979446e-09
6.250000e+01	6.045716e-09
6.275000e+01	6.112452e-09
6.300000e+01	6.179655e-09
6.325000e+01	6.252078e-09
6.350000e+01	6.326507e-09
6.375000e+01	6.401524e-09
6.400000e+01	6.477132e-09
6.425000e+01	6.553333e-09
6.450000e+01	6.630129e-09
6.475000e+01	6.707522e-09
6.500000e+01	6.785516e-09
6.525000e+01	6.864112e-09
6.550000e+01	6.943313e-09
6.575000e+01	7.023120e-09
6.600000e+01	7.103537e-09
6.625000e+01	7.184565e-09
6.650000e+01	7.266207e-09
6.675000e+01	7.348465e-09
6.700000e+01	7.431342e-09
6.725000e+01	7.514839e-09
6.750000e+01	7.598960e-09
6.775000e+01	7.683706e-09
6.800000e+01	7.769079e-09
6.825000e+01	7.855083e-09
6.850000e+01	7.941719e-09
6.875000e+01	8.028990e-09
6.900000e+01	8.116898e-09
6.925000e+01	8.205445e-09
6.950000e+01	8.294634e-09
6.975000e+01	8.384467e-09
7.000000e+01	8.474946e-09
7.025000e+01	8.566074e-09
7.050000e+01	8.657852e-09
7.075000e+01	8.750284e-09
7.100000e+01	8.843371e-09
7.125000e+01	8.937117e-09
7.150000e+01	9.031522e-09
7.175000e+01	9.126590e-09
7.200000e+01	9.222323e-09
7.225000e+01	9.318722e-09
7.250000e+01	9.415792e-09
7.275000e+01	9.513533e-09
7.300000e+01	9.611948e-09
7.325000e+01	9.711039e-09
7.350000e+01	9.810809e-09
7.375000e+01	9.911261e-09
7.400000e+01	1.001240e-08
7.425000e+01	1.011422e-08
7.450000e+01	1.021672e-08
7.475000e+01	1.031992e-08
7.500000e+01	1.042381e-08
7.525000e+01	1.052840e-08
7.550000e+01	1.063368e-08
7.575000e+01	1.073966e-08
7.600000e+01	1.084635e-08
7.625000e+01	1.095374e-08
7.650000e+01	1.106183e-08
7.675000e+01	1.117064e-08
7.700000e+01	1.128015e-08
7.725000e+01	1.139038e-08
7.750000e+01	1.150133e-08
7.775000e+01	1.161299e-08
7.800000e+01	1.172537e-08
7.825000e+01	1.183848e-08
7.850000e+01	1.195231e-08
7.875000e+01	1.206687e-08
7.900000e+01	1.218215e-08
7.925000e+01	1.229817e-08
7.950000e+01	1.241493e-08
7.975000e+01	1.253242e-08
8.000000e+01	1.265065e-08
8.025000e+01	1.276962e-08
8.050000e+01	1.288933e-08
8.075000e+01	1.300979e-08
8.100000e+01	1.313100e-08
8.125000e+01	1.325296e-08
8.150000e+01	1.338485e-08
8.175000e+01	1.351875e-08
8.200000e+01	1.365358e-08
8.225000e+01	1.378933e-08
8.250000e+01	1.392601e-08
8.275000e+01	1.406363e-08
8.300000e+01	1.420219e-08
8.325000e+01	1.434169e-08
8.350000e+01	1.448213e-08
8.375000e+01	1.462352e-08
8.400000e+01	1.476587e-08
8.425000e+01	1.490917e-08
8.450000e+01	1.505344e-08
8.475000e+01	1.519867e-08
8.500000e+01	1.534486e-08
8.525000e+01	1.549202e-08
8.550000e+01	1.564016e-08
8.575000e+01	1.578928e-08
8.600000e+01	1.593938e-08
8.625000e+01	1.609046e-08
8.650000e+01	1.624253e-08
8.675000e+01	1.639560e-08
8.700000e+01	1.654966e-08
8.725000e+01	1.670471e-08
8.750000e+01	1.686078e-08
8.775000e+01	1.701784e-08
8.800000e+01	1.717592e-08
8.825000e+01	1.733501e-08
8.850000e+01	1.749512e-08
8.875000e+01	1.765625e-08
8.900000e+01	1.781841e-08
8.925000e+01	1.798159e-08
8.950000e+01	1.814581e-08
8.975000e+01	1.831106e-08
9.000000e+01	1.847734e-08
9.025000e+01	1.864468e-08
9.050000e+01	1.881305e-08
9.075000e+01	1.898248e-08
9.100000e+01	1.915296e-08
9.125000e+01	1.932450e-08
9.150000e+01	1.949710e-08
9.175000e+01	1.967076e-08
9.200000e+01	1.984549e-08
9.225000e+01	2.002129e-08
9.250000e+01	2.019817e-08
9.275000e+01	2.037613e-08
9.300000e+01	2.055517e-08
9.325000e+01	2.073529e-08
9.350000e+01	2.091651e-08
9.375000e+01	2.109881e-08
9.400000e+01	2.128222e-08
9.425000e+01	2.146673e-08
9.450000e+01	2.165234e-08
9.475000e+01	2.183906e-08
9.500000e+01	2.202689e-08
9.525000e+01	2.221583e-08
9.550000e+01	2.240590e-08
9.575000e+01	2.259709e-08
9.600000e+01	2.278940e-08
9.625000e+01	2.298285e-08
9.650000e+01	2.317742e-08
9.675000e+01	2.337314e-08
9.700000e+01	2.357000e-08
9.725000e+01	2.376800e-08
9.750000e+01	2.396715e-08
9.775000e+01	2.416745e-08
9.800000e+01	2.436891e-08
9.825000e+01	2.457153e-08
9.850000e+01	2.477531e-08
9.875000e+01	2.498026e-08
9.900000e+01	2.518638e-08
9.925000e+01	2.539368e-08
9.950000e+01	2.560215e-08
9.975000e+01	2.581180e-08
1.000000e+02	2.602264e-08
1.002500e+02	2.623467e-08
1.005000e+02	2.644789e-08
1.007500e+02	2.666231e-08
1.010000e+02	2.687793e-08
1.012500e+02	2.709476e-08
1.015000e+02	2.731279e-08
1.017500e+02	2.753203e-08
1.020000e+02	2.775249e-08
1.022500e+02	2.797417e-08
1.025000e+02	2.819707e-08
1.027500e+02	2.842120e-08
1.030000e+02	2.864655e-08
1.032500e+02	2.887314e-08
1.035000e+02	2.910097e-08
1.037500e+02	2.933005e-08
1.040000e+02	2.956036e-08
1.042500e+02	2.979193e-08
1.045000e+02	3.002475e-08
1.047500e+02	3.025882e-08
1.050000e+02	3.049416e-08
1.052500e+02	3.073076e-08
1.055000e+02	3.096862e-08
1.057500e+02	3.120776e-08
1.060000e+02	3.144818e-08
1.062500e+02	3.168987e-08
1.065000e+02	3.193285e-08
1.067500e+02	3.217711e-08
1.070000e+02	3.242266e-08
1.072500e+02	3.266951e-08
1.075000e+02	3.291766e-08
1.077500e+02	3.316710e-08
1.080000e+02	3.341786e-08
1.082500e+02	3.366992e-08
1.085000e+02	3.392330e-08
1.087500e+02	3.417799e-08
1.090000e+02	3.443400e-08
1.092500e+02	3.469134e-08
1.095000e+02	3.495001e-08
1.097500e+02	3.521001e-08
1.100000e+02	3.547134e-08
1.102500e+02	3.573402e-08
1.105000e+02	3.599804e-08
1.107500e+02	3.626340e-08
1.110000e+02	3.653012e-08
1.112500e+02	3.679819e-08
1.115000e+02	3.706762e-08
1.117500e+02	3.733841e-08
1.120000e+02	3.761057e-08
1.122500e+02	3.788411e-08
1.125000e+02	3.815901e-08
1.127500e+02	3.843529e-08
1.130000e+02	3.871296e-08
1.132500e+02	3.899201e-08
1.135000e+02	3.927245e-08
1.137500e+02	3.955428e-08
1.140000e+02	3.983751e-08
1.142500e+02	4.012214e-08
1.145000e+02	4.040817e-08
1.147500e+02	4.069562e-08
1.150000e+02	4.098448e-08
1.152500e+02	4.127475e-08
1.155000e+02	4.156981e-08
1.157500e+02	4.188559e-08
1.160000e+02	4.220307e-08
1.162500e+02	4.252227e-08
1.165000e+02	4.284319e-08
1.167500e+02	4.316584e-08
1.170000e+02	4.349022e-08
1.172500e+02	4.381634e-08
1.175000e+02	4.414420e-08
1.177500e+02	4.447381e-08
1.180000e+02	4.480517e-08
1.182500e+02	4.513829e-08
1.185000e+02	4.547318e-08
1.187500e+02	4.580984e-08
1.190000e+02	4.614827e-08
1.192500e+02	4.648849e-08
1.195000e+02	4.683050e-08
1.197500e+02	4.717430e-08
1.200000e+02	4.751989e-08
1.202500e+02	4.786730e-08
1.205000e+02	4.821651e-08
1.207500e+02	4.856754e-08
1.210000e+02	4.892039e-08
1.212500e+02	4.927507e-08
1.215000e+02	4.963158e-08
1.217500e+02	4.998993e-08
1.220000e+02	5.035012e-08
1.222500e+02	5.071216e-08
1.225000e+02	5.107606e-08
1.227500e+02	5.144182e-08
1.230000e+02	5.180945e-08
1.232500e+02	5.217895e-08
1.235000e+02	5.255033e-08
1.237500e+02	5.292359e-08
1.240000e+02	5.329875e-08
1.242500e+02	5.367580e-08
1.245000e+02	5.405475e-08
1.247500e+02	5.443560e-08
1.250000e+02	5.481837e-08
1.252500e+02	5.520306e-08
1.255000e+02	5.558968e-08
1.257500e+02	5.597822e-08
1.260000e+02	5.636870e-08
1.262500e+02	5.676112e-08
1.265000e+02	5.715549e-08
1.267500e+02	5.755181e-08
1.270000e+02	5.795009e-08
1.272500e+02	5.835034e-08
1.275000e+02	5.875255e-08
1.277500e+02	5.915675e-08
1.280000e+02	5.956292e-08
1.282500e+02	5.997109e-08
1.285000e+02	6.038124e-08
1.287500e+02	6.079340e-08
1.290000e+02	6.120756e-08
1.292500e+02	6.162374e-08
1.295000e+02	6.204193e-08
1.297500e+02	6.246214e-08
1.300000e+02	6.288439e-08
1.302500e+02	6.330867e-08
1.305000e+02	6.373499e-08
1.307500e+02	6.416335e-08
1.310000e+02	6.459377e-08
1.312500e+02	6.502625e-08
1.315000e+02	6.546079e-08
1.317500e+02	6.589740e-08
1.320000e+02	6.633609e-08
1.322500e+02	6.677686e-08
1.325000e+02	6.721972e-08
1.327500e+02	6.766467e-08
1.330000e+02	6.811172e-08
1.332500e+02	6.856088e-08
1.335000e+02	6.901215e-08
1.337500e+02	6.946553e-08
1.340000e+02	6.992104e-08
1.342500e+02	7.037868e-08
1.345000e+02	7.083846e-08
1.347500e+02	7.130037e-08
1.350000e+02	7.176444e-08
1.352500e+02	7.223066e-08
1.355000e+02	7.269903e-08
1.357500e+02	7.316958e-08
1.360000e+02	7.364229e-08
1.362500e+02	7.411718e-08
1.365000e+02	7.459425e-08
1.367500e+02	7.507352e-08
1.370000e+02	7.555498e-08
1.372500e+02	7.603864e-08
1.375000e+02	7.652451e-08
1.377500e+02	7.701259e-08
1.380000e+02	7.750289e-08
1.382500e+02	7.799542e-08
1.385000e+02	7.849018e-08
1.387500e+02	7.898717e-08
1.390000e+02	7.948641e-08
1.392500e+02	7.998790e-08
1.395000e+02	8.049165e-08
1.397500e+02	8.099766e-08
1.400000e+02	8.150593e-08
1.402500e+02	8.201648e-08
1.405000e+02	8.252931e-08
1.407500e+02	8.304443e-08
1.410000e+02	8.356184e-08
1.412500e+02	8.408155e-08
1.415000e+02	8.460356e-08
1.417500e+02	8.512788e-08
1.420000e+02	8.565452e-08
1.422500e+02	8.618349e-08
1.425000e+02	8.671478e-08
1.427500e+02	8.724841e-08
1.430000e+02	8.778438e-08
1.432500e+02	8.832269e-08
1.435000e+02	8.886336e-08
1.437500e+02	8.940640e-08
1.440000e+02	8.995179e-08
1.442500e+02	9.049956e-08
1.445000e+02	9.104971e-08
1.447500e+02	9.160224e-08
1.450000e+02	9.215716e-08
1.452500e+02	9.271449e-08
1.455000e+02	9.327421e-08
1.457500e+02	9.383634e-08
1.460000e+02	9.440089e-08
1.462500e+02	9.496786e-08
1.465000e+02	9.553726e-08
1.467500e+02	9.610909e-08
1.470000e+02	9.668337e-08
1.472500e+02	9.726009e-08
1.475000e+02	9.783926e-08
1.477500e+02	9.842090e-08
1.480000e+02	9.900499e-08
1.482500e+02	9.959156e-08
1.485000e+02	1.001806e-07
1.487500e+02	1.007721e-07
1.490000e+02	1.013662e-07
1.492500e+02	1.019627e-07
1.495000e+02	1.025617e-07
1.497500e+02	1.031632e-07
1.500000e+02	1.037673e-07
1.502500e+02	1.043739e-07
1.505000e+02	1.049830e-07
1.507500e+02	1.055946e-07
1.510000e+02	1.062088e-07
1.512500e+02	1.068255e-07
1.515000e+02	1.074448e-07
1.517500e+02	1.080666e-07
1.520000e+02	1.086910e-07
1.522500e+02	1.093180e-07
1.525000e+02	1.099475e-07
1.527500e+02	1.105797e-07
1.530000e+02	1.112144e-07
1.532500e+02	1.118518e-07
1.535000e+02	1.124917e-07
1.537500e+02	1.131342e-07
1.540000e+02	1.137794e-07
1.542500e+02	1.144272e-07
1.545000e+02	1.150776e-07
1.547500e+02	1.157307e-07
1.550000e+02	1.163863e-07
1.552500e+02	1.170447e-07
1.555000e+02	1.177057e-07
1.557500e+02	1.183694e-07
1.560000e+02	1.190357e-07
1.562500e+02	1.197047e-07
1.565000e+02	1.203764e-07
1.567500e+02	1.210508e-07
1.570000e+02	1.217278e-07
1.572500e+02	1.224076e-07
1.575000e+02	1.230901e-07
1.577500e+02	1.237753e-07
1.580000e+02	1.244632e-07
1.582500e+02	1.251538e-07
1.585000e+02	1.258472e-07
1.587500e+02	1.265433e-07
1.590000e+02	1.272422e-07
1.592500e+02	1.279438e-07
1.595000e+02	1.286481e-07
1.597500e+02	1.293553e-07
1.600000e+02	1.300652e-07
1.602500e+02	1.307779e-07
1.605000e+02	1.314933e-07
1.607500e+02	1.322116e-07
1.610000e+02	1.329327e-07
1.612500e+02	1.336565e-07
1.615000e+02	1.343832e-07
1.617500e+02	1.351127e-07
1.620000e+02	1.358450e-07
1.622500e+02	1.365801e-07
1.625000e+02	1.373181e-07
1.627500e+02	1.380590e-07
1.630000e+02	1.388026e-07
1.632500e+02	1.395492e-07
1.635000e+02	1.402986e-07
1.637500e+02	1.410508e-07
1.640000e+02	1.418060e-07
1.642500e+02	1.425640e-07
1.645000e+02	1.433249e-07
1.647500e+02	1.440888e-07
1.650000e+02	1.448555e-07
1.652500e+02	1.456251e-07
1.655000e+02	1.463976e-07
1.657500e+02	1.471731e-07
1.660000e+02	1.479515e-07
1.662500e+02	1.487328e-07
1.665000e+02	1.495171e-07
1.667500e+02	1.503043e-07
1.670000e+02	1.510945e-07
1.672500e+02	1.518877e-07
1.675000e+02	1.526838e-07
1.677500e+02	1.534829e-07
1.680000e+02	1.542850e-07
1.682500e+02	1.550900e-07
1.685000e+02	1.558981e-07
1.687500e+02	1.567091e-07
1.690000e+02	1.575232e-07
1.692500e+02	1.583403e-07
1.695000e+02	1.591604e-07
1.697500e+02	1.599836e-07
1.700000e+02	1.608097e-07
1.702500e+02	1.616389e-07
1.705000e+02	1.624712e-07
1.707500e+02	1.633065e-07
1.710000e+02	1.641449e-07
1.712500e+02	1.649864e-07
1.715000e+02	1.658309e-07
1.717500e+02	1.666785e-07
1.720000e+02	1.675293e-07
1.722500e+02	1.683831e-07
1.725000e+02	1.692400e-07
1.727500e+02	1.701000e-07
1.730000e+02	1.709631e-07
1.732500e+02	1.718294e-07
1.735000e+02	1.726988e-07
1.737500e+02	1.735713e-07
1.740000e+02	1.744470e-07
1.742500e+02	1.753258e-07
1.745000e+02	1.762078e-07
1.747500e+02	1.770929e-07
1.750000e+02	1.779813e-07
1.752500e+02	1.788728e-07
1.755000e+02	1.797674e-07
1.757500e+02	1.806653e-07
1.760000e+02	1.815664e-07
1.762500e+02	1.824707e-07
1.765000e+02	1.833781e-07
1.767500e+02	1.842889e-07
1.770000e+02	1.852028e-07
1.772500e+02	1.861200e-07
1.775000e+02	1.870404e-07
1.777500e+02	1.879640e-07
1.780000e+02	1.888909e-07
1.782500e+02	1.898211e-07
1.785000e+02	1.907545e-07
1.787500e+02	1.916912e-07
1.790000e+02	1.926312e-07
1.792500e+02	1.935745e-07
1.795000e+02	1.945211e-07
1.797500e+02	1.955222e-07
1.800000e+02	1.965440e-07
1.802500e+02	1.975696e-07
1.805000e+02	1.985991e-07
1.807500e+02	1.996326e-07
1.810000e+02	2.006700e-07
1.812500e+02	2.017114e-07
1.815000e+02	2.027567e-07
1.817500e+02	2.038060e-07
1.820000e+02	2.048592e-07
1.822500e+02	2.059165e-07
1.825000e+02	2.069777e-07
1.827500e+02	2.080429e-07
1.830000e+02	2.091122e-07
1.832500e+02	2.101855e-07
1.835000e+02	2.112628e-07
1.837500e+02	2.123442e-07
1.840000e+02	2.134296e-07
1.842500e+02	2.145191e-07
1.845000e+02	2.156126e-07
1.847500e+02	2.167103e-07
1.850000e+02	2.178120e-07
1.852500e+02	2.189178e-07
1.855000e+02	2.200278e-07
1.857500e+02	2.211418e-07
1.860000e+02	2.222600e-07
1.862500e+02	2.233823e-07
1.865000e+02	2.245088e-07
1.867500e+02	2.256395e-07
1.870000e+02	2.267743e-07
1.872500e+02	2.279133e-07
1.875000e+02	2.290565e-07
1.877500e+02	2.302039e-07
1.880000e+02	2.313554e-07
1.882500e+02	2.325113e-07
1.885000e+02	2.336713e-07
1.887500e+02	2.348356e-07
1.890000e+02	2.360041e-07
1.892500e+02	2.371769e-07
1.895000e+02	2.383539e-07
1.897500e+02	2.395353e-07
1.900000e+02	2.407209e-07
1.902500e+02	2.419108e-07
1.905000e+02	2.431050e-07
1.907500e+02	2.443036e-07
1.910000e+02	2.455065e-07
1.912500e+02	2.467137e-07
1.915000e+02	2.479252e-07
1.917500e+02	2.491411e-07
1.920000e+02	2.503614e-07
1.922500e+02	2.515861e-07
1.925000e+02	2.528151e-07
1.927500e+02	2.540486e-07
1.930000e+02	2.552864e-07
1.932500e+02	2.565287e-07
1.935000e+02	2.577754e-07
1.937500e+02	2.590265e-07
1.940000e+02	2.602821e-07
1.942500e+02	2.615421e-07
1.945000e+02	2.628066e-07
1.947500e+02	2.640756e-07
1.950000e+02	2.653491e-07
1.952500e+02	2.666270e-07
1.955000e+02	2.679095e-07
1.957500e+02	2.691965e-07
1.960000e+02	2.704880e-07
1.962500e+02	2.717841e-07
1.965000e+02	2.730847e-07
1.967500e+02	2.743899e-07
1.970000e+02	2.756996e-07
1.972500e+02	2.770139e-07
1.975000e+02	2.783328e-07
1.977500e+02	2.796563e-07
1.980000e+02	2.809844e-07
1.982500e+02	2.823172e-07
1.985000e+02	2.836545e-07
1.987500e+02	2.849965e-07
1.990000e+02	2.863432e-07
1.992500e+02	2.876945e-07
1.995000e+02	2.890505e-07
1.997500e+02	2.904111e-07
2.000000e+02	2.917765e-07
2.002500e+02	2.931465e-07
2.005000e+02	2.945213e-07
2.007500e+02	2.959008e-07
2.010000e+02	2.972850e-07
2.012500e+02	2.986740e-07
2.015000e+02	3.000677e-07
2.017500e+02	3.014662e-07
2.020000e+02	3.028694e-07
2.022500e+02	3.042775e-07
2.025000e+02	3.056903e-07
2.027500e+02	3.071079e-07
2.030000e+02	3.085304e-07
2.032500e+02	3.099577e-07
2.035000e+02	3.113898e-07
2.037500e+02	3.128267e-07
2.040000e+02	3.142686e-07
2.042500e+02	3.157152e-07
2.045000e+02	3.171668e-07
2.047500e+02	3.186232e-07
2.050000e+02	3.200846e-07
2.052500e+02	3.215509e-07
2.055000e+02	3.230220e-07
2.057500e+02	3.244981e-07
2.060000e+02	3.259792e-07
2.062500e+02	3.274652e-07
2.065000e+02	3.289561e-07
2.067500e+02	3.304521e-07
2.070000e+02	3.319530e-07
2.072500e+02	3.334589e-07
2.075000e+02	3.349698e-07
2.077500e+02	3.364857e-07
2.080000e+02	3.380067e-07
2.082500e+02	3.395327e-07
2.085000e+02	3.410637e-07
2.087500e+02	3.425998e-07
2.090000e+02	3.441410e-07
2.092500e+02	3.456872e-07
2.095000e+02	3.472385e-07
2.097500e+02	3.487949e-07
2.100000e+02	3.503565e-07
2.102500e+02	3.519231e-07
2.105000e+02	3.534949e-07
2.107500e+02	3.550718e-07
2.110000e+02	3.566539e-07
2.112500e+02	3.582412e-07
2.115000e+02	3.598336e-07
2.117500e+02	3.614312e-07
2.120000e+02	3.630340e-07
2.122500e+02	3.646420e-07
2.125000e+02	3.662552e-07
2.127500e+02	3.678736e-07
2.130000e+02	3.694973e-07
2.132500e+02	3.711263e-07
2.135000e+02	3.727605e-07
2.137500e+02	3.743999e-07
2.140000e+02	3.760447e-07
2.142500e+02	3.776947e-07
2.145000e+02	3.793501e-07
2.147500e+02	3.810107e-07
2.150000e+02	3.826767e-07
2.152500e+02	3.843480e-07
2.155000e+02	3.860247e-07
2.157500e+02	3.877067e-07
2.160000e+02	3.893941e-07
2.162500e+02	3.910869e-07
2.165000e+02	3.927850e-07
2.167500e+02	3.944886e-07
2.170000e+02	3.961976e-07
2.172500e+02	3.979120e-07
2.175000e+02	3.996318e-07
2.177500e+02	4.013571e-07
2.180000e+02	4.030878e-07
2.182500e+02	4.048240e-07
2.185000e+02	4.065657e-07
2.187500e+02	4.083128e-07
2.190000e+02	4.100655e-07
2.192500e+02	4.118237e-07
2.195000e+02	4.135874e-07
2.197500e+02	4.153566e-07
2.200000e+02	4.171314e-07
2.202500e+02	4.189117e-07
2.205000e+02	4.206976e-07
2.207500e+02	4.224891e-07
2.210000e+02	4.242861e-07
2.212500e+02	4.260888e-07
2.215000e+02	4.278970e-07
2.217500e+02	4.297109e-07
2.220000e+02	4.315305e-07
2.222500e+02	4.333556e-07
2.225000e+02	4.351864e-07
2.227500e+02	4.370229e-07
2.230000e+02	4.388651e-07
2.232500e+02	4.407129e-07
2.235000e+02	4.425665e-07
2.237500e+02	4.444257e-07
2.240000e+02	4.462907e-07
2.242500e+02	4.481614e-07
2.245000e+02	4.500379e-07
2.247500e+02	4.519201e-07
2.250000e+02	4.538081e-07
2.252500e+02	4.557019e-07
2.255000e+02	4.576014e-07
2.257500e+02	4.595067e-07
2.260000e+02	4.614179e-07
2.262500e+02	4.633349e-07
2.265000e+02	4.652577e-07
2.267500e+02	4.671864e-07
2.270000e+02	4.691209e-07
2.272500e+02	4.710613e-07
2.275000e+02	4.730075e-07
2.277500e+02	4.749597e-07
2.280000e+02	4.769177e-07
